"transaction_id,order_date,product_id,store_id,customer_id,quantity,discount,returned"
"T0014154,,P009218,S004,C011155,2,0.0,0"
"T0014155,,P001266,S002,C004563,3,0.2,0"
"T0014156,2020-10-02,P022456,S002,C001598,4,0.0,0"
"T0014157,2024-09-04,P020372,S002,C021920,1,0.2,0"
"T0014158,,P039560,S003,C004415,4,0.2,0"
"T0014159,,P024746,S004,C013276,1,0.0,0"
"T0014160,,P024714,S001,C017964,1,0.3,0"
"T0014161,,P041298,S001,C016871,1,0.0,0"
"T0014162,2024-03-04,P018635,S003,C007878,1,0.3,0"
"T0014163,2021-06-09,P022713,S002,C023150,1,0.0,0"
"T0014164,2023-03-05,P034244,S002,C017145,4,0.0,0"
"T0014165,2023-05-01,P027243,S003,C000461,1,0.3,1"
"T0014166,2020-08-11,P021432,S004,C019105,2,0.0,0"
"T0014167,2023-06-02,P001372,S003,C017090,4,0.2,0"
"T0014168,,P034098,S003,C014010,1,0.0,0"
"T0014169,,P039874,S002,C002132,2,0.0,0"
"T0014170,2021-10-06,P042835,S005,C019693,2,0.0,0"
"T0014171,,P046151,S003,C011389,4,0.0,0"
"T0014172,2022-07-08,P024924,S001,C015279,2,0.0,0"
"T0014173,,P014729,S005,C006087,2,0.0,0"
"T0014174,,P018934,S002,C011622,1,0.1,0"
"T0014175,2021-03-08,P017252,S005,C023968,4,0.0,0"
"T0014176,2022-07-02,P039967,S005,C001086,2,0.0,0"
"T0014177,,P021077,S001,C013628,1,0.2,0"
"T0014178,,P024246,S001,C011665,3,0.0,0"
"T0014179,2022-11-09,P018405,S005,C001164,1,0.0,0"
"T0014180,,P028269,S003,C015119,1,0.0,0"
"T0014181,,P005688,S005,C018434,3,0.2,0"
"T0014182,2020-06-10,P031997,S003,C017647,3,0.2,0"
"T0014183,2024-04-01,P007337,S005,C020759,2,0.0,0"
"T0014184,,P039922,S002,C013628,4,0.0,0"
"T0014185,2021-04-02,P017960,S003,C020349,3,0.0,0"
"T0014186,2020-12-11,P016464,S002,C004098,1,0.0,0"
"T0014187,,P004648,S001,C017542,1,0.0,0"
"T0014188,2020-09-01,P039421,S001,C002213,1,0.0,0"
"T0014189,,P044689,S001,C004916,2,0.0,0"
"T0014190,,P004270,S002,C010190,2,0.0,0"
"T0014191,,P045310,S001,C013458,1,0.0,0"
"T0014192,2024-04-02,P048205,S003,C005819,1,0.0,1"
"T0014193,,P004945,S003,C001986,2,0.0,0"
"T0014194,2022-05-02,P025974,S005,C018172,1,0.1,0"
"T0014196,2022-08-04,P017473,S001,C003022,2,0.2,0"
"T0014197,2022-01-05,P049855,S001,C000084,3,0.0,0"
"T0014198,,P038543,S005,C001518,1,0.2,0"
"T0014199,,P007178,S004,C024032,4,0.0,0"
"T0014200,2022-03-02,P014284,S001,C011515,1,0.0,0"
"T0014201,,P021633,S003,C021002,1,0.3,0"
"T0014202,,P026000,S001,C006193,2,0.0,0"
"T0014203,,P044542,S002,C022239,2,0.1,0"
"T0014204,2023-05-08,P026899,S001,C012541,1,0.0,0"
"T0014205,,P033219,S003,C001127,1,0.1,0"
"T0014206,,P025374,S005,C017076,1,0.1,0"
"T0014207,,P042244,S003,C013418,3,0.1,0"
"T0014208,,P019248,S005,C010792,4,0.0,0"
"T0014209,,P006876,S003,C019164,2,0.0,0"
"T0014210,2020-11-09,P008991,S004,C007599,1,0.1,0"
"T0014211,,P037491,S004,C023367,1,0.2,0"
"T0014212,2023-04-03,P033144,S003,C008692,2,0.0,0"
"T0014213,,P007010,S002,C021119,1,0.1,0"
"T0014214,2021-01-02,P000735,S002,C013456,4,0.0,0"
"T0014215,2024-11-04,P043581,S002,C003259,2,0.0,1"
"T0014216,2022-12-06,P019716,S003,C015916,1,0.1,0"
"T0014217,2021-06-06,P012236,S004,C018204,4,0.0,0"
"T0014218,,P028560,S004,C018082,2,0.1,0"
"T0014219,,P000088,S001,C002521,2,0.1,0"
"T0014220,,P009116,S002,C009374,1,0.1,0"
"T0014221,,P019140,S003,C021844,2,0.3,0"
"T0014222,2022-09-11,P015202,S001,C016442,3,0.1,0"
"T0014223,,P004764,S002,C022067,4,0.1,0"
"T0014224,,P016012,S004,C005114,1,0.0,0"
"T0014225,,P017092,S002,C013716,1,0.0,0"
"T0014226,2023-11-11,P025390,S002,C007725,4,0.1,0"
"T0014227,,P018109,S005,C021590,2,0.0,0"
"T0014228,,P010999,S001,C023088,4,0.0,0"
"T0014229,,P016411,S004,C010033,2,0.0,0"
"T0014230,,P023061,S003,C012947,2,0.0,0"
"T0014231,,P030550,S003,C021176,4,0.0,0"
"T0014232,,P020576,S001,C019040,4,0.0,0"
"T0014233,,P004296,S005,C012286,2,0.1,0"
"T0014234,,P037396,S005,C018716,1,0.1,0"
"T0014235,2021-11-05,P032090,S002,C015951,1,0.0,0"
"T0014236,2022-05-09,P003283,S001,C018680,4,0.0,0"
"T0014237,2020-11-03,P027086,S001,C019517,4,0.1,0"
"T0014238,,P030170,S003,C006968,3,0.2,0"
"T0014239,2022-10-01,P021073,S001,C004019,4,0.0,0"
"T0014240,,P013902,S003,C020222,1,0.1,0"
"T0014241,,P016957,S003,C004097,2,0.1,0"
"T0014242,,P010534,S005,C015027,4,0.0,0"
"T0014243,,P032372,S004,C019430,3,0.0,1"
"T0014244,,P036079,S001,C021303,2,0.1,0"
"T0014245,,P034999,S005,C005168,3,0.1,0"
"T0014246,,P015589,S003,C023908,4,0.0,0"
"T0014247,,P036279,S004,C022942,1,0.0,0"
"T0014248,,P019273,S003,C012914,2,0.3,0"
"T0014249,,P044738,S002,C017142,2,0.0,0"
"T0014250,,P049644,S003,C015307,1,0.0,0"
"T0014251,,P009014,S003,C005450,1,0.1,0"
"T0014252,,P005619,S001,C013187,2,0.0,0"
"T0014253,2021-04-06,P016688,S005,C004921,3,0.0,0"
"T0014254,,P021642,S003,C006627,4,0.1,0"
"T0014255,,P031891,S005,C014396,3,0.0,0"
"T0014256,,P019780,S003,C020354,3,0.0,0"
"T0014257,,P017774,S004,C005932,4,0.2,0"
"T0014258,,P028499,S001,C017362,3,0.3,0"
"T0014259,,P003782,S001,C022946,4,0.0,0"
"T0014260,,P044770,S001,C021628,1,0.3,0"
"T0014261,,P007213,S005,C003751,1,0.0,0"
"T0014263,2020-08-07,P043651,S003,C003654,1,0.0,0"
"T0014264,2023-12-08,P034206,S005,C012187,4,0.0,0"
"T0014265,,P033377,S005,C006071,1,0.0,0"
"T0014266,,P999999,S003,C001467,2,0.0,0"
"T0014267,,P014250,S002,C001939,2,0.2,0"
"T0014268,,P001171,S001,C015694,2,0.0,1"
"T0014269,,P009432,S001,C014550,4,0.0,1"
"T0014270,,P013993,S005,C023568,1,0.0,0"
"T0014271,,P046387,S003,C013455,4,0.0,1"
"T0014272,,P047453,S003,C015048,4,0.0,0"
"T0014273,,P022237,S005,C011319,2,0.0,1"
"T0014274,,P003537,S003,C022948,3,0.0,0"
"T0014276,,P048063,S002,C015419,3,0.1,0"
"T0014277,,P021999,S002,C006423,3,0.3,1"
"T0014278,2021-01-06,P046599,S005,C018136,4,0.0,0"
"T0014280,2021-10-09,P020846,S001,C004991,3,0.3,0"
"T0014281,,P005382,S004,C017699,4,0.0,0"
"T0014282,,P047186,S001,C023706,4,0.1,0"
"T0014283,2023-10-09,P035979,S002,C024355,4,0.0,0"
"T0014284,,P047617,S005,C023913,3,0.0,1"
"T0014285,,P021301,S001,C005248,3,0.2,0"
"T0014286,,P020524,S003,C001173,3,0.0,0"
"T0014287,,P031494,S001,C014587,3,0.0,1"
"T0014288,2024-12-02,P010425,S005,C022396,2,0.0,0"
"T0014289,,P002814,S003,C010237,4,0.0,1"
"T0014290,,P009826,S005,C024292,4,0.0,0"
"T0014291,,P035927,S005,C012929,3,0.0,0"
"T0014292,,P030167,S001,C003550,2,0.1,0"
"T0014293,,P019292,S001,C023989,4,0.0,1"
"T0014294,2020-01-07,P035369,S001,C011019,1,0.0,0"
"T0014295,2020-11-08,P022531,S002,C016738,1,0.1,0"
"T0014296,,P047047,S005,C004683,1,0.0,0"
"T0014297,,P043832,S002,C023287,2,0.0,0"
"T0014298,2024-09-05,P039842,S002,C005908,4,0.1,0"
"T0014299,,P013030,S004,C019913,1,0.1,0"
"T0014300,2021-06-12,P016814,S002,C002596,1,0.0,0"
"T0014301,,P021475,S003,C001761,1,0.0,0"
"T0014302,,P020932,S004,C014588,1,0.0,0"
"T0014303,2021-04-07,P029591,S005,C017479,1,0.0,0"
"T0014304,,P024305,S002,C004583,1,0.1,1"
"T0014305,2021-05-03,P030689,S001,C015413,3,0.0,0"
"T0014306,2024-12-03,P039285,S003,C002402,1,0.0,0"
"T0014307,,P046879,S002,C018925,4,0.0,0"
"T0014308,2023-02-12,P015633,S002,C010409,1,0.1,0"
"T0014309,,P033272,S004,C018717,4,0.0,0"
"T0014310,,P046525,S001,C023201,4,0.0,0"
"T0014311,2020-10-12,P026466,S005,C018003,3,0.3,0"
"T0014312,,P018822,S003,C009004,1,0.0,0"
"T0014313,2022-04-10,P048788,S004,C023356,4,0.2,0"
"T0014314,2020-04-01,P022579,S001,C003247,4,0.0,0"
"T0014315,,P009475,S001,C003174,3,0.0,0"
"T0014316,,P019672,S005,C010930,2,0.0,0"
"T0014317,2024-03-05,P005112,S002,C005136,1,0.1,0"
"T0014318,,P006342,S003,C020166,4,0.2,0"
"T0014319,2022-05-05,P999999,S002,C012450,1,0.3,0"
"T0014320,2022-11-12,P018980,S003,C001972,1,0.0,0"
"T0014321,2022-03-05,P042969,S001,C001897,1,0.0,0"
"T0014322,2023-02-09,P029970,S002,C016018,2,0.0,1"
"T0014323,,P008576,S005,C013626,3,0.0,0"
"T0014324,2024-10-02,P021623,S004,C020318,3,0.0,0"
"T0014325,2022-01-06,P008432,S004,C001935,2,0.0,0"
"T0014326,,P999999,S002,C011727,2,0.2,0"
"T0014327,,P040325,S999,C011402,3,0.0,0"
"T0014328,2022-06-02,P010439,S004,C000019,1,0.3,0"
"T0014329,,P022704,S005,C023999,3,0.0,0"
"T0014330,2023-12-12,P049906,S002,C018728,4,0.0,0"
"T0014331,2020-02-10,P008740,S002,C023349,4,0.0,1"
"T0014332,2021-09-02,P036794,S003,C022682,2,0.1,0"
"T0014333,,P046219,S005,C013258,4,0.0,0"
"T0014334,2021-07-01,P025377,S002,C023324,4,0.2,0"
"T0014335,,P040312,S005,C011226,2,0.0,0"
"T0014336,,P034376,S001,C020832,1,0.1,0"
"T0014337,2022-11-07,P003506,S004,C004732,3,0.3,0"
"T0014338,2023-07-03,P017955,S005,C012728,2,0.0,0"
"T0014339,,P028004,S001,C017608,4,0.0,0"
"T0014340,2021-11-03,P002406,S002,C008805,2,0.0,0"
"T0014341,,P001020,S002,C009895,2,0.0,0"
"T0014342,,P008286,S003,C024234,1,0.0,0"
"T0014343,,P034262,S003,C000928,4,0.0,0"
"T0014344,,P030916,S003,C010328,3,0.1,1"
"T0014345,2021-09-01,P022160,S005,C021385,4,0.0,0"
"T0014346,,P010582,S003,C012549,2,0.0,0"
"T0014347,2024-03-04,P018553,S004,C005595,1,0.0,0"
"T0014348,,P038988,S004,C001778,2,0.1,0"
"T0014349,,P036739,S003,C000857,3,0.0,0"
"T0014350,,P025198,S004,C023041,2,0.1,0"
"T0014351,,P022625,S005,C024403,4,0.0,0"
"T0014352,,P037313,S002,C023475,2,0.1,0"
"T0014353,2023-07-07,P003350,S003,C012380,1,0.0,0"
"T0014354,2023-02-07,P019912,S004,C003850,4,0.2,0"
"T0014355,2020-11-08,P046791,S003,C018836,3,0.0,1"
"T0014356,,P009177,S004,C005499,2,0.0,0"
"T0014357,,P049250,S005,C023427,2,0.0,0"
"T0014358,2020-06-12,P047351,S002,C018021,3,0.0,0"
"T0014359,2020-12-06,P015709,S002,C019546,1,0.0,0"
"T0014360,,P043082,S002,C007539,2,0.0,0"
"T0014361,,P036391,S004,C002993,3,0.0,0"
"T0014362,2022-12-02,P045706,S003,C003371,1,0.0,1"
"T0014363,2020-12-09,P012396,S004,C006711,3,0.0,0"
"T0014364,,P020677,S001,C001228,2,0.1,0"
"T0014365,2020-11-05,P005048,S003,C011053,2,0.0,0"
"T0014366,2021-01-12,P016670,S003,C008250,1,0.0,0"
"T0014367,2020-01-03,P001197,S002,C010555,4,0.0,0"
"T0014368,,P036623,S003,C012614,4,0.0,0"
"T0014369,,P007213,S003,C001001,3,0.0,0"
"T0014370,2022-05-09,P018014,S001,C007272,3,0.0,1"
"T0014371,,P031907,S001,C010926,1,0.0,0"
"T0014372,2023-09-10,P010230,S003,C024320,4,0.0,0"
"T0014373,2024-06-04,P028447,S001,C018417,2,0.3,0"
"T0014374,,P030130,S001,C002486,3,0.1,0"
"T0014375,,P040728,S003,C014293,3,0.3,1"
"T0014376,2020-05-05,P042877,S003,C024196,1,0.0,0"
"T0014377,,P039333,S002,C003659,1,0.0,1"
"T0014378,,P031920,S003,C000607,4,0.0,0"
"T0014379,,P046677,S001,C008844,1,0.1,0"
"T0014380,,P042669,S002,C022205,4,0.0,0"
"T0014381,2023-07-04,P013715,S003,C019429,4,0.0,0"
"T0014382,2024-04-06,P000030,S003,C006116,3,0.0,0"
"T0014383,,P042557,S004,C000344,1,0.0,0"
"T0014385,2021-08-03,P001594,S004,C023259,1,0.0,0"
"T0014386,2022-05-12,P028227,S001,C024836,4,0.0,1"
"T0014387,2024-09-06,P015393,S001,C016495,2,0.0,1"
"T0014388,,P033826,S001,C002265,3,0.2,0"
"T0014389,2022-08-02,P006075,S003,C011689,1,0.0,0"
"T0014390,,P038669,S005,C011038,2,0.0,0"
"T0014391,2022-01-12,P046289,S005,C022693,2,0.0,0"
"T0014392,2024-08-04,P009218,S005,C012420,2,0.0,0"
"T0014393,,P024534,S005,C008779,2,0.1,0"
"T0014394,,P007614,S003,C013887,3,0.1,0"
"T0014395,,P041317,S002,C003113,3,0.0,1"
"T0014396,,P041306,S003,C008692,2,0.0,0"
"T0014397,,P015558,S003,C009735,2,0.1,0"
"T0014398,,P018496,S001,C012765,4,0.0,0"
"T0014399,,P003723,S004,C023107,3,0.0,0"
"T0014400,,P047417,S005,C015572,1,0.1,0"
"T0014401,,P034802,S002,C010354,3,0.1,0"
"T0014402,,P025210,S002,C021803,4,0.0,0"
"T0014403,,P019041,S005,C022919,4,0.0,1"
"T0014404,2021-03-12,P014798,S001,C013153,4,0.0,0"
"T0014405,2021-07-10,P025266,S004,C007825,1,0.2,0"
"T0014406,,P046618,S002,C022365,4,0.0,0"
"T0014407,2021-05-05,P019727,S001,C011999,3,0.2,0"
"T0014408,2022-09-01,P012007,S001,C007264,2,0.0,0"
"T0014409,,P012163,S003,C008361,4,0.0,0"
"T0014410,,P039762,S001,C009792,4,0.0,1"
"T0014411,,P017553,S001,C018159,1,0.1,0"
"T0014412,2023-04-06,P017923,S002,C000686,1,0.1,0"
"T0014413,,P040053,S004,C017823,4,0.0,0"
"T0014414,,P018686,S003,C008910,1,0.0,0"
"T0014415,,P029182,S003,C010179,2,0.0,0"
"T0014416,2021-07-11,P037541,S005,C007978,1,0.0,0"
"T0014417,2024-09-07,P008987,S002,C008398,4,0.0,0"
"T0014418,,P033564,S001,C003576,3,0.0,0"
"T0014419,2020-07-01,P028255,S005,C006808,2,0.0,0"
"T0014420,,P011763,S005,C015149,3,0.1,0"
"T0014421,,P037673,S005,C001144,2,0.0,1"
"T0014423,2022-02-04,P021226,S005,C012356,4,0.2,0"
"T0014424,,P015897,S003,C014751,3,0.0,0"
"T0014425,2024-06-09,P021557,S005,C017636,3,0.0,0"
"T0014426,,P024702,S002,C017819,1,0.1,1"
"T0014427,2020-11-10,P036963,S004,C002007,4,0.0,0"
"T0014428,,P001478,S001,C003745,3,0.0,0"
"T0014429,,P005346,S002,C015694,1,0.3,0"
"T0014431,,P041328,S001,C001029,1,0.3,0"
"T0014432,,P005226,S004,C012505,4,0.0,0"
"T0014433,,P049998,S003,C002644,2,0.0,0"
"T0014434,2023-03-12,P041703,S001,C002090,4,0.1,0"
"T0014435,,P043034,S004,C007638,4,0.0,0"
"T0014436,,P045158,S001,C004352,1,0.1,1"
"T0014437,,P047004,S002,C000438,4,0.0,0"
"T0014438,,P017189,S005,C019338,2,0.0,0"
"T0014439,,P001293,S002,C022122,3,0.0,0"
"T0014440,,P005037,S004,C021067,2,0.0,0"
"T0014441,2023-06-11,P016431,S004,C019849,3,0.0,0"
"T0014443,,P035136,S002,C007670,3,0.1,0"
"T0014444,,P049893,S004,C024038,4,0.1,1"
"T0014445,,P011002,S005,C017288,4,0.0,0"
"T0014446,,P002462,S003,C010486,2,0.1,0"
"T0014447,,P006530,S004,C010230,4,0.0,0"
"T0014448,,P004545,S005,C010589,3,0.1,1"
"T0014449,2020-07-01,P032134,S002,C016154,2,0.0,0"
"T0014450,,P012513,S005,C012176,3,0.0,0"
"T0014451,,P007130,S003,C001982,2,0.0,0"
"T0014452,,P021373,S002,C013001,1,0.2,0"
"T0014453,2020-04-02,P003087,S005,C005780,2,0.1,0"
"T0014454,,P042127,S002,C012883,4,0.0,0"
"T0014455,2022-07-01,P043101,S002,C018098,2,0.0,0"
"T0014456,,P034897,S001,C011429,4,0.0,0"
"T0014457,2020-03-04,P038182,S004,C016823,2,0.3,0"
"T0014458,2024-11-07,P024131,S002,C010285,4,0.0,0"
"T0014459,,P014772,S001,C004734,3,0.2,0"
"T0014460,,P013171,S004,C017017,2,0.0,0"
"T0014461,,P043908,S001,C022135,2,0.0,0"
"T0014462,,P004701,S005,C015927,3,0.0,0"
"T0014463,,P004877,S003,C002398,2,0.0,0"
"T0014464,,P023437,S003,C020795,3,0.0,0"
"T0014465,,P020864,S001,C000612,3,0.0,0"
"T0014466,,P041340,S002,C018980,4,0.0,1"
"T0014467,,P012004,S001,C024768,3,0.1,0"
"T0014468,2023-08-06,P000255,S003,C023581,1,0.0,0"
"T0014469,,P028143,S001,C004658,4,0.0,0"
"T0014470,,P024868,S003,C006671,3,0.0,0"
"T0014471,,P044213,S004,C021182,2,0.0,0"
"T0014472,,P045277,S004,C024152,4,0.1,0"
"T0014473,2022-02-09,P031441,S001,C008073,1,0.0,0"
"T0014474,2023-10-09,P035605,S005,C015460,2,0.0,0"
"T0014475,,P001056,S002,C023649,2,0.0,0"
"T0014476,2023-03-12,P029856,S002,C000863,4,0.0,0"
"T0014477,,P028731,S004,C013693,2,0.0,0"
"T0014478,2024-12-02,P041218,S001,C009723,4,0.0,0"
"T0014479,,P047421,S005,C021678,1,0.0,0"
"T0014480,,P008935,S001,C019915,1,0.0,0"
"T0014481,,P034192,S004,C010639,2,0.0,0"
"T0014482,2021-03-02,P001906,S004,C015835,2,0.1,0"
"T0014483,,P011645,S002,C011636,1,0.2,0"
"T0014484,,P015420,S004,C002295,4,0.0,0"
"T0014486,2022-01-12,P006938,S005,C020475,2,0.0,0"
"T0014487,,P045710,S001,C014691,4,0.0,0"
"T0014488,,P025641,S005,C000969,4,0.0,0"
"T0014490,,P016685,S003,C014461,3,0.0,0"
"T0014491,2024-07-01,P049116,S004,C022708,1,0.2,0"
"T0014492,,P040449,S001,C017199,4,0.0,0"
"T0014493,2020-06-03,P041544,S003,C023976,3,0.1,0"
"T0014494,,P035049,S001,C023280,1,0.3,0"
"T0014495,,P041516,S003,C011932,4,0.0,0"
"T0014496,,P016151,S001,C012404,1,0.1,0"
"T0014497,,P046921,S003,C022794,4,0.0,0"
"T0014498,2021-09-09,P002183,S005,C006598,3,0.3,0"
"T0014499,,P022826,S002,C008705,4,0.0,0"
"T0014500,2023-10-10,P029994,S004,C007654,4,0.0,0"
"T0014501,,P007114,S004,C015157,1,0.0,0"
"T0014502,,P001878,S002,C013899,4,0.0,0"
"T0014503,,P032415,S001,C023556,3,0.0,0"
"T0014504,2020-10-12,P018655,S002,C006428,4,0.0,1"
"T0014505,2022-02-07,P001321,S005,C000984,1,0.0,0"
"T0014506,,P049160,S002,C013826,3,0.0,0"
"T0014507,,P041393,S002,C015523,2,0.0,0"
"T0014508,,P033811,S003,C021359,1,0.2,0"
"T0014509,2023-12-01,P022331,S002,C015534,4,0.1,0"
"T0014510,2021-08-05,P043316,S004,C016732,4,0.0,0"
"T0014511,,P007377,S004,C008334,2,0.1,0"
"T0014512,2021-09-03,P011431,S005,C012832,4,0.1,0"
"T0014513,,P010228,S001,C011535,2,0.0,0"
"T0014514,,P028006,S005,C015845,1,0.2,0"
"T0014515,,P014295,S002,C021981,4,0.0,0"
"T0014516,2023-04-12,P025182,S001,C013207,4,0.2,0"
"T0014517,2020-02-07,P004270,S004,C004998,3,0.3,0"
"T0014518,2020-04-08,P040435,S002,C010112,2,0.1,0"
"T0014519,2022-09-06,P009400,S001,C017115,3,0.0,0"
"T0014520,2024-05-01,P025817,S002,C009819,1,0.0,1"
"T0014521,,P017661,S004,C007852,4,0.1,0"
"T0014522,,P012984,S002,C018734,3,0.0,0"
"T0014523,,P043782,S003,C007210,2,0.0,0"
"T0014524,,P037683,S001,C004563,1,0.1,1"
"T0014525,,P049651,S002,C012908,4,0.0,0"
"T0014526,,P014432,S005,C000435,2,0.0,1"
"T0014527,,P036752,S005,C000276,2,0.1,0"
"T0014528,2024-12-01,P022111,S001,C021884,4,0.1,0"
"T0014529,2021-11-06,P013136,S004,C008681,3,0.0,0"
"T0014530,,P000711,S004,C002115,1,0.1,0"
"T0014531,2022-02-09,P009075,S001,C009799,4,0.0,0"
"T0014532,2023-05-10,P032093,S003,C013614,1,0.0,1"
"T0014533,2020-09-09,P045831,S004,C012564,4,0.1,0"
"T0014534,,P028757,S002,C001939,4,0.0,0"
"T0014536,,P034659,S003,C001954,2,0.1,0"
"T0014537,,P036283,S004,C024825,2,0.0,0"
"T0014538,,P020129,S003,C005901,2,0.0,0"
"T0014539,2022-04-10,P036701,S002,C004559,2,0.0,0"
"T0014540,2020-04-07,P023933,S004,C020756,3,0.0,0"
"T0014541,,P000201,S003,C016799,3,0.0,0"
"T0014542,,P022636,S001,C014233,1,0.2,0"
"T0014543,2021-12-11,P003098,S005,C015958,2,0.0,0"
"T0014544,,P024145,S001,C015989,1,0.0,0"
"T0014545,2021-03-04,P000751,S003,C000335,2,0.0,0"
"T0014546,,P030761,S004,C004171,3,0.0,1"
"T0014547,,P009996,S003,C015754,1,0.0,0"
"T0014548,,P048750,S005,C008344,3,0.0,0"
"T0014549,2020-12-05,P026994,S001,C022256,3,0.1,0"
"T0014550,2023-11-08,P010575,S002,C002310,2,0.2,0"
"T0014551,2021-03-12,P003795,S004,C006813,1,0.0,0"
"T0014552,2022-11-02,P006956,S001,C016209,2,0.0,0"
"T0014553,2024-09-01,P018466,S002,C008680,3,0.0,0"
"T0014554,2024-01-03,P042683,S003,C011359,1,0.0,0"
"T0014555,,P033044,S005,C000330,2,0.0,0"
"T0014556,,P026239,S001,C020949,1,0.0,0"
"T0014557,,P007748,S001,C010297,2,0.0,0"
"T0014558,2023-01-09,P009017,S002,C017923,4,0.1,0"
"T0014559,2023-08-08,P003984,S005,C015568,1,0.0,0"
"T0014560,,P047884,S002,C022701,3,0.0,0"
"T0014561,,P048671,S005,C020663,4,0.1,0"
"T0014562,,P028572,S005,C012733,4,0.1,0"
"T0014563,,P017686,S003,C006366,1,0.1,0"
"T0014564,,P010378,S005,C023886,4,0.0,0"
"T0014565,,P034524,S003,C004580,2,0.2,0"
"T0014566,2021-02-04,P036325,S003,C000694,1,0.2,0"
"T0014567,,P025042,S002,C024782,3,0.3,0"
"T0014568,,P033857,S003,C017377,4,0.0,0"
"T0014569,,P022779,S004,C005215,1,0.0,0"
"T0014570,,P037994,S001,C024356,4,0.0,0"
"T0014571,,P044681,S004,C009889,2,0.1,1"
"T0014572,2020-01-07,P004868,S003,C023784,3,0.0,0"
"T0014573,,P012578,S004,C015492,2,0.0,0"
"T0014574,,P021395,S002,C009952,3,0.0,0"
"T0014576,,P045680,S004,C006743,1,0.0,0"
"T0014577,2024-04-03,P043658,S003,C004968,3,0.1,1"
"T0014578,,P049112,S004,C005149,4,0.1,0"
"T0014579,,P028976,S003,C004418,3,0.0,1"
"T0014580,,P002151,S002,C023448,4,0.2,0"
"T0014582,,P009537,S004,C012461,2,0.0,0"
"T0014583,2021-03-10,P033494,S004,C002886,2,0.0,0"
"T0014584,,P026946,S005,C005188,3,0.0,0"
"T0014585,,P032705,S005,C001277,2,0.0,0"
"T0014586,,P018667,S002,C002089,4,0.0,0"
"T0014587,2020-04-01,P030795,S003,C020373,2,0.0,0"
"T0014588,,P034189,S005,C023335,3,0.0,0"
"T0014589,2020-06-05,P033507,S005,C009501,3,0.1,0"
"T0014590,,P020391,S003,C006973,2,0.0,0"
"T0014591,2023-01-01,P042081,S003,C020609,3,0.1,0"
"T0014592,,P022713,S004,C000549,2,0.0,0"
"T0014593,,P029466,S001,C015219,2,0.0,1"
"T0014594,2022-05-03,P025956,S002,C018083,4,0.2,0"
"T0014595,,P048911,S001,C013163,2,0.0,0"
"T0014596,,P011064,S005,C010262,3,0.0,0"
"T0014597,,P042891,S005,C005431,4,0.0,0"
"T0014598,,P032916,S999,C015926,3,0.3,0"
"T0014599,,P023592,S005,C017535,1,0.0,0"
"T0014600,,P041952,S002,C002061,3,0.0,0"
"T0014601,,P036908,S003,C012487,3,0.1,0"
"T0014602,,P007732,S003,C008650,2,0.2,0"
"T0014603,,P044948,S001,C009263,3,0.0,0"
"T0014604,,P038630,S002,C007935,4,0.0,0"
"T0014606,,P013619,S005,C002685,3,0.0,0"
"T0014607,,P013182,S003,C016632,1,0.0,0"
"T0014608,2020-06-08,P026961,S002,C014214,1,0.1,0"
"T0014609,,P011381,S002,C013724,3,0.0,0"
"T0014610,,P043978,S001,C005093,2,0.0,1"
"T0014611,2023-07-01,P044815,S003,C006343,3,0.0,0"
"T0014612,2024-11-10,P016346,S003,C012032,1,0.0,0"
"T0014613,2022-01-08,P032880,S001,C003644,2,0.0,0"
"T0014614,2021-09-10,P022157,S002,C012978,1,0.2,0"
"T0014615,,P006317,S001,C006717,2,0.0,0"
"T0014616,,P026015,S005,C004629,1,0.1,0"
"T0014617,,P043087,S001,C001557,1,0.0,1"
"T0014618,2024-10-09,P005038,S005,C007124,1,0.0,0"
"T0014619,,P023485,S004,C019881,1,0.1,0"
"T0014620,,P021402,S001,C008912,1,0.1,0"
"T0014621,,P017507,S005,C001031,2,0.1,0"
"T0014623,,P011113,S003,C011584,4,0.0,0"
"T0014624,,P011491,S002,C018025,3,0.3,0"
"T0014625,2021-03-08,P000626,S004,C021247,2,0.1,0"
"T0014626,,P017330,S003,C008515,4,0.2,0"
"T0014627,2024-09-03,P010159,S001,C016672,1,0.0,0"
"T0014628,,P042552,S004,C007919,4,0.0,1"
"T0014629,2024-05-10,P004572,S005,C013454,2,0.1,0"
"T0014630,,P042813,S004,C020501,4,0.0,0"
"T0014631,,P033321,S002,C018041,1,0.2,0"
"T0014632,2023-10-12,P000270,S001,C021172,2,0.1,0"
"T0014633,2020-11-03,P025312,S001,C023478,4,0.0,0"
"T0014634,2023-11-05,P019128,S001,C001029,2,0.0,0"
"T0014635,,P010209,S001,C001915,2,0.1,0"
"T0014636,,P000817,S002,C024102,4,0.0,0"
"T0014638,2023-11-11,P002324,S003,C007369,1,0.0,0"
"T0014639,2020-09-09,P013081,S005,C006378,3,0.0,0"
"T0014641,2024-02-10,P028368,S002,C017846,2,0.0,0"
"T0014642,,P040620,S002,C023899,3,0.1,0"
"T0014643,,P034563,S002,C011433,2,0.1,0"
"T0014644,2022-06-09,P046763,S001,C005853,2,0.1,0"
"T0014645,,P032791,S001,C003392,1,0.1,0"
"T0014646,,P024175,S004,C015072,1,0.0,0"
"T0014647,,P015351,S002,C011950,1,0.0,0"
"T0014648,2022-10-10,P002230,S001,C024948,2,0.0,0"
